File_Error,Corrected
lassio,Lassi
joshla,Joshla
emaR,Rama
RAGIRA,Ragira
eadokaP,eadokaP
PAVJI,Pavji
TAMARIND,Tamarind
Pavm,Pavma
Vadake,Vadaka
PAVU,Pavu
Roganim,Rogani
MOMoga,Momoga
Sambarg,Sambarga
CUrDA,Curda
JOSH,Josh
lASSIMa,Lassima
eugija,Ragia
uaeauae,uaeauae
BISIBELELA,Bisibelela
Roti,Roti
anildI,anildI
Parathain,Paratha
josHkA,Joshka
MAsaLA,Masala
KAchoriA,Kachori
Kichdir,Kichdi
GULABGA,Gulabga
aoganne,Rogane
oouuaeaa,oouuaeaa
aelohC,Dalo
KICHDIGA,Kichdiga
KACHORIMA,Kachorima
RAGIKA,Ragika
rasami,Rasami
DALA,Dala
ragiji,Ragiji
Rogana,Rogana
hALwaya,Halwaya
VADASA,Vadasa
Coopaeuiru,Coopaeuiru
uautieika,Purika
Curdnaa,Curdna
sAMosAYa,Samosaya
Joshem,Joshe
Aamom,Aamo
ragi,Ragi
poORISa,Purisa
Puliyogarey,Puliyogareya
PULAOYA,Pulaoya
BIRYANIJI,Biryaniji
Puoeeii,Puoeeii
Paneer,Upmai
asbaluG,Masalau
parathaga,Parathaga
eyentuhC,eyentuhC
KoFtAka,Koftaka
kesarira,Kesarira
Jalebilam,Jalebila
MUdDaGa,Muddaga
DHOKLAU,Dhokla
BaNdEgaIe,Bandegai
Chiineysa,Chiineysa
ieeesai,Dosa
pakodaji,Pakodaji
Chutneym,Chutney
PAYASA,Payasa
amildI,amildI
vadasa,Vadasa
uovaia,Pav
PULIYOGARE,Puliyogare
uiaudoia,Curd
agahtaraP,agahtaraP
CHUTnEYSa,Chutneysa
Rogannam,Roganma
mUddaMA,Muddama
purie,Puri
Purin,Purina
ThEPlAo,Thepla
ramla,Ramla
akmaR,Aamra
Bisibele,Bisibele
LaSsIRA,Lassira
akizbaS,akizbaS
banDEGaisa,Bandegaisa
PUri,Puri
LASSIU,Lassi
kheerma,kheerma
anitoR,Raitao
imaA,Upma
PUrisa,Purisa
iatiaR,Roti
ragila,Ragila
Bhajij,Bhaji
Dal,Dal
amadokaP,amadokaP
PAtTAguyra,Pattaguyra
Curdnaa,Curdna
Kesari,Kesari
akrabmaS,akrabmaS
ouiera,Ram
RAGIKA,Ragika
eiruP,eiruP
druC,druC
ahiklaoa,Dhokla
Lassil,Lassi
iaaeo,iaaeo
KiChdINa,Kichdina
dALRa,Dalra
poorII,Puri
Choleia,Chole
Parathas,Paratha
ardniramaT,ardniramaT
uasuaaoeuma,uasuaaoeuma
ROGANYA,Roganya
Kicadi,Kichdi
POORIMA,Purima
Upmayan,Upmaya
Ravayan,Ravaya
kESarIMA,Kesarima
dalra,Dalra
RASAMA,Rasama
Masalayan,Masalaya
Roganm,Roganma
AAMKA,Aamka
JOSHJI,Joshji
Roiiu,Roiiu
IDLIRA,Idlira
Pavr,Pavra
ijlaD,ijlaD
PAKODAYA,Pakodaya
rasama,Rasama
ROTIE,Roti
Bisibelen,Bisibelena
BISIBELEO,Bisibele
Thuilaua,Gulab
Aa,Aa
Purimam,Purima
Pakodag,Pakodaga
JOSHA,Josh
Jaleb,Jalebi
payasaka,Payasaka
Rasamen,Rasame
joShKA,Joshka
joshma,Joshma
Bisibele,Bisibele
parathaka,Parathaka
aladaV,Halwaa
Pavim,Pavi
aamo,Aamo
cHaPatHII,cHaPatHII
ROGANU,Roganu
BANDEGAIA,Bandegai
Purim,Purima
BIRYANII,Biryani
Poorir,Purira
RASAMU,Rasamu
Kheer,Kheer
Dhoklagam,Dhoklaga
aymaR,Aamra
Kesari,Kesari
KIcHDiyA,Kichdiya
halWaGa,Halwaga
PURIRA,Purira
Pesarattum,Pesarattu
POORII,Puri
amadduM,amadduM
dOsAI,Dosa
KOFTAYA,Koftaya
IDlINa,Idlina
asreehK,asreehK
uavya,Pavya
ROTIGA,Rotiga
Rogan,Rogan
ragiga,Ragiga
bHAJiRa,Bhajira
Parathasam,Parathasa
Rogan,Rogan
Curdm,Curdma
Dosaa,Dosa
ijinayriB,ijinayriB
rasAMna,Rasamna
IDLI,Idli
Bhajia,Bhaji
raItAJi,Raitaji
Samoioua,Aamo
ROTIYA,Rotiya
MUDDANA,Muddana
ereehK,ereehK
Upouie,Upouie
PAVLA,Pavla
Chapathinan,Chapathinan
PULAOU,Pulao
kAcHoriJi,Kachoriji
uoyaaaai,Ram
Koftain,Koftana
CHAPATHISA,CHAPATHISA
VADAMA,Vadama
Koftalam,Koftala
Kesari,Kesari
Roganjim,Roganji
DHOKLAE,Dhokla
CHOLEGA,Cholega
paneerma,paneerma
Paneerin,Paneerin
idli,Idli
ayidhciK,ayidhciK
choleya,Choleya
akavaR,Ravara
vadaa,Vada
Samosam,Samosama
POORILA,Purila
Daeo,Dal
mOmosa,Momosa
agidhcihK,agidhcihK
khICHdIrA,Kichdira
upmaga,Upmaga
aaiiao,aaiiao
akirooP,akirooP
Doouua,Doouua
rOtIE,Roti
ualkohD,ualkohD
Bouaiou,Bouaiou
rasamna,Rasamna
Roganm,Roganma
bandegaiya,Bandegaiya
Puriei,Puri
raGIE,Ragi
Raitaram,Raitara
rOGanu,Roganu
Choleraa,Cholera
ROTIRA,Rotira
chOLELA,Cholela
Samosay,Samosaya
Douklai,Dhokla
UPMAE,Upma
Rotikaa,Rotika
VADAI,Vada
KeSAriNA,Kesarina
Chapathi,Chapathi
Paretiia,Paretiia
Da,Dal
Chutneyran,Chutneyra
omaA,Upma
agahtaraP,agahtaraP
Bhatureran,Bhaturera
chapathina,chapathina
asizbaS,asizbaS
LAssiLa,Lassila
Gulabs,Gulabsa
cHUTNEYGA,Chutneyga
Sabziun,Dosaji
KACHORILA,Kachorila
Biryani,Biryani
koftae,Kofta
Tamarind,Tamarind
tamarindma,Tamarindma
lASSiE,Lassi
cURDI,Curdi
asrabmaS,asrabmaS
Momo,Momo
curdma,Curdma
Kichdinaa,Kichdina
Cereu,Cereu
Rav,Rava
akawlaH,akawlaH
Idli,Idli
aesaiiiiuka,Aamka
Rotil,Rotila
joshga,Joshga
pattaguyrara,Pattaguyrara
Ragiran,Ragira
Ram,Ram
SAMOSAKA,Samosaka
paneersa,paneersa
Payasay,Payasaya
BISIBELENA,Bisibelena
paneere,paneere
chutney,Chutney
Masalag,Masalaga
lassisa,Lassisa
KACHORIMA,Kachorima
Muddakam,Muddaka
BaNdeGaiNA,Bandegaina
ioiia,ioiia
PURINA,Purina
kHeErGa,kHeErGa
momola,Momola
MOMOU,Momo
oavaR,Pava
Idiisi,Idlii
theplae,Thepla
Idlian,Idlina
payasai,Payasa
Parath,Pavra
amerutahB,amerutahB
Rasamnam,Rasamna
Masalalam,Masalala
Kheerk,Kheerk
oasoD,Josh
RavAi,Rava
pArAtHaGa,Parathaga
aaitara,Aamra
omasaR,Upmasa
cURDJI,Curdji
peSARaTTusA,Pesarattusa
Dosaun,Dosana
Paaiuua,Pav
oahtaraP,Koftara
ouauuruae,ouauuruae
arigaR,Ragiga
IDLi,Idli
BIRYANIKA,Biryanika
ayreenaP,ayreenaP
payasana,Payasana
Pattaguyran,Pattaguyra
HaLWaga,Halwaga
Chutney,Chutney
Kichdin,Kichdi
Gauaeja,Vada
TAMARINDYA,Tamarindya
asijahB,asijahB
iosaaii,Dosa
POORIKA,Purika
KACHORILA,Kachorila
bhaji,Bhaji
raItAjI,Raitaji
amitoR,Raitao
oyentuhC,oyentuhC
amadaV,amadaV
pakodaka,Pakodaka
Ciapuuiinu,Ciapuuiinu
rami,Rami
DHOKLAI,Dhokla
VADAI,Vada
Tamarindman,Tamarindma
samosala,Samosala
bAndEGAIla,Bandegaila
Rasamaa,Rasama
RASAMJI,Rasamji
iaaedae,Vada
easomaS,easomaS
KACHORII,Kachori
arbaluG,arbaluG
Samosaraa,Samosara
VAdARA,Vadara
DHOKLAO,Dhokla
aribelaJ,aribelaJ
Biryani,Biryani
Pooria,Puri
Dal,Dal
Pavs,Pavsa
Biryani,Biryani
kiChdiYa,Kichdiya
agoaluP,agoaluP
Ramyaa,Ramya
MASALANA,Masalana
rasamra,Rasamra
kEsario,Kesari
Peiria,Puri
Jalebiy,Jalebiya
eaebermi,Kheeri
auliyogarioe,auliyogarioe
theplau,Thepla
PAYASA,Payasa
amerutahB,amerutahB
ouitara,Rotira
VADAO,Vada
uam,Ram
pulaoo,Pulao
Raitaem,Rasam
Pesarattu,Pesarattu
akigaR,Ragiga
anihtapahC,anihtapahC
dAlka,Dalka
puliyogaree,Puliyogare
Kachoriua,Kachori
Aaeu,Aaeu
Kheermaa,Kheermaa
alasayaP,Payasaya
bhajii,Bhaji
akvaP,Ravao
khichdisa,Kichdisa
Ramn,Ramna
Kheer,Kheer
biRYAnigA,Biryaniga
ParATHaa,Paratha
Kheermaa,Kheermaa
dhOKlANA,Dhoklana
BHAJIU,Bhaji
Vadaun,Vadana
Momoom,Momou
Halwaan,Halwana
UpmAyA,Upmaya
dhoklara,Dhoklara
Koatesa,Rotisa
Pavy,Pavya
Dosajim,Dosaji
paneeri,paneeri
alatfoK,alatfoK
PURII,Puri
anyentuhC,anyentuhC
Kichdinaa,Kichdina
rotInA,Rotina
aniraseK,aniraseK
masalaka,Masalaka
Rotiran,Rotira
TamARinDMA,Tamarindma
Ragi,Ragi
BIRYANIGA,Biryaniga
Kachorij,Kachori
Pattaguyraman,Pattaguyrama
ROTIKA,Rotika
amildI,amildI
anavaR,Ravara
Chapathisam,Chapathisam
ieouuio,ieouuio
oaooai,oaooai
kichdina,Kichdina
THEPLAE,Thepla
Lassim,Lassi
gulabji,Gulabji
TAMARIND,Tamarind
ramla,Ramla
lassii,Lassi
ariruP,ariruP
Puriy,Puriya
Paearateua,Upmara
BIRYanIE,Biryani
Kachoeisa,Samosa
JALEbIE,Jalebi
LASsiE,Lassi
Rasamsan,Rasamsa
BHATUREYA,Bhatureya
Dosa,Dosa
atiaR,Ragi
KESARISA,Kesarisa
Upman,Upmana
idlii,Idli
PULIYOGAREO,Puliyogare
oaua,oaua
rogAni,Rogani
dalsa,Dalsa
RAITALA,Raitala
ragii,Ragi
ialasaM,Rasam
ayawlaH,ayawlaH
iayueaeu,iayueaeu
BIRYANINA,Biryanina
Lassi,Lassi
Dosuka,Dosaka
anuttaraseP,anuttaraseP
Rotiim,Rotima
pattAGuyrAO,Pattaguyra
VADAU,Vada
POORIJI,Puriji
BHAJIU,Bhaji
iibelaJ,iibelaJ
bhaturera,Bhaturera
UPMAKA,Upmaka
chutneye,Chutneye
MasALAYa,Masalaya
DHOKLAO,Dhokla
Bhajij,Bhaji
KOFTAJI,Koftaji
BANDEGAIYA,Bandegaiya
dHOklAU,Dhokla
bhatureu,Bhature
akelebisiB,akelebisiB
ROGAnKA,Roganka
Chutney,Chutney
Kachorijim,Kachoriji
oelka,Dalka
agmasaR,agmasaR
rasamji,Rasamji
cHOLEU,Chole
ohsoJ,Josho
Raitay,Raita
Ramjin,Ramji
rOTIMA,Rotima
muddaka,Muddaka
Upman,Upmana
KESARIMA,Kesarima
Raita,Raita
THEPLAU,Thepla
Kauheroa,Kheero
uieudina,Purina
Bioiuilela,Bioiuilela
uaeuogo,uaeuogo
Upmakan,Upmaka
ambaluG,Sambaru
Uaeau,Uaeau
Dalj,Dalji
Paneerea,Paneerea
Rasamjim,Rasamji
DhoKlA,Dhokla
Khiiiaiee,Khiiiaiee
amasaR,Aamsa
pAvSA,Pavsa
purika,Purika
Masalaum,Masalama
pattAgUYrAsA,Pattaguyrasa
tamarindsa,Tamarindsa
Theplal,Thepla
Masalagam,Masalaga
GULABNA,Gulabna
Kheeran,Kheeran
Joshraa,Joshra
IDLIo,Idli
Baooaaui,Ram
bhATURea,Bhature
Pakodam,Pakodama
Samosaam,Samosama
dosaa,Dosa
Tamarindnam,Tamarindna
Bisibeleg,Bisibelega
Pattaguyrak,Pattaguyra
hALwaO,Halwa
DOSANA,Dosana
Purinam,Purina
rasamna,Rasamna
ualpehT,ualpehT
amalpehT,amalpehT
CHAPaTHIJI,CHAPaTHIJI
HALWaRA,Halwara
umaR,Upma
airaseK,airaseK
ijinayriB,ijinayriB
pulaosa,Pulaosa
PATTAGUYRAMA,Pattaguyrama
Upma,Upma
anitoR,Raitao
dale,Dale
bhajisa,Bhajisa
Kesariy,Kesariya
aamya,Aamya
kesari,Kesari
aribelaJ,aribelaJ
chapathina,chapathina
KICHDILA,Kichdila
RaMya,Ramya
PESARATTUJI,Pesarattuji
Pattaguyraaa,Pattaguyra
LASSI,Lassi
SAMOSAMA,Samosama
Purijia,Puriji
idliu,Idli
Kichdim,Kichdi
curda,Curda
airianua,Ragiu
CURDMA,Curdma
kheersa,kheersa
JalEBiI,Jalebi
bisibelee,Bisibelei
Poorij,Puriji
eooarattusa,eooarattusa
mudDaSA,Muddasa
CHUTNEYLA,Chutneyla
Upmakam,Upmaka
idniramaT,idniramaT
Bisibele,Bisibele
ihaaoiii,Ram
Vada,Vada
JALEBILA,Jalebila
paNeeRJi,paNeeRJi
Sabzaai,Dosaa
Daljin,Dalji
KICHDiLa,Kichdila
LASSI,Lassi
pavo,Pavo
Roganj,Roganji
raitara,Raitara
kesArIkA,Kesarika
Puriyaa,Puriya
Pavya,Pavya
Koftan,Koftana
KACHORINA,Kachorina
biryaniga,Biryaniga
Puri,Puri
Roaie,Roaie
BHAJIU,Bhaji
Muddan,Mudda
Kichdi,Kichdi
HAlWAGA,Halwaga
tHEplAjI,Theplaji
ahapathii,Chapathi
MASALALA,Masalala
pesarattuo,Pesarattu
rAgiLa,Ragila
VADAI,Vada
ardniramaT,ardniramaT
pavYa,Pavya
RASAME,Rasame
chapathira,chapathira
ahauiu,Vada
dHOklae,Dhokla
biryaniga,Biryaniga
bhaturera,Bhaturera
ijalpehT,ijalpehT
KESARIO,Kesari
Chutney,Chutney
PULaosA,Pulaosa
asitoR,Raitao
Kesariyam,Kesariya
Dhoklal,Dhokla
eeoauiga,Ram
Kesarisan,Kesarisa
eauaaeaaa,eauaaeaaa
ubaluG,ubaluG
Bisobeleku,Bisobeleku
Khichdikan,Kichdika
Puliyogaresan,Puliyogaresa
Ragi,Ragi
asigaR,Ragiga
chutneyji,Chutneyji
ayalpehT,ayalpehT
Rotin,Rotina
arnagoR,arnagoR
Chutneygam,Chutneyga
parathau,Paratha
UpMAga,Upmaga
Pavs,Pavsa
kachorika,Kachorika
Puseaettioe,Puseaettioe
Vadeu,Vada
edniramaT,edniramaT
keSaRIGa,Kesariga
GULAB,Gulab
Rotig,Rotiga
PESARATTURA,Pesarattura
chutneysa,Chutneysa
Rotig,Rotiga
akreenaP,akreenaP
bAnDegaia,Bandegai
roganma,Roganma
KHEERYA,KHEERYA
koftala,Koftala
keSARIGA,Kesariga
Idlir,Idlira
ibaluG,ibaluG
DOSAGA,Dosaga
RASamga,Rasamga
iDliYa,Idliya
Choleyam,Choleya
uosuua,uosuua
outtaraseP,outtaraseP
ijijahB,ijijahB
Ramlaa,Ramla
Tumauiaea,Rama
VADARA,Vadara
anildI,anildI
rotila,Rotila
reenaP,Purina
Puuoeago,Puuoeago
eaetaauoiaaa,Ram
Rait,Ram
khichdira,Kichdira
ROTIKA,Rotika
Chapathin,Chapathin
PoorII,Puri
kheerji,kheerji
JALEBIU,Jalebi
Paneerr,Upmai
uahtaraP,uahtaraP
amatiaR,Sambar
KOFTaRa,Koftara
pesarattuo,Pesarattu
KOFTANA,Koftana
Biryanig,Biryaniga
Duoklee,Idli
khichdio,Kichdi
Kheern,Kheern
bandEgAiE,Bandegai
ivaP,Rava
KaChorImA,Kachorima
tAmArINdla,Tamarindla
aniraseK,aniraseK
asnagoR,asnagoR
Bisibelem,Bisibelema
Rotiua,Roti
Kheermaa,Kheermaa
Poorisaa,Purisa
PATTAGUYRAMA,Pattaguyrama
pesARATTUkA,Pesarattuka
agbaluG,agbaluG
Momeua,Momoe
Roganman,Roganma
Bhajij,Bhaji
Sabziua,Sabzi
JOsHKa,Joshka
Pattaguyra,Pattaguyra
Bonoagioo,Bonoagioo
PAKODAMA,Pakodama
akidhcihK,akidhcihK
pAvMa,Pavma
Kachoriy,Kachori
POoriA,Puri
Rotig,Rotiga
PoOrisA,Purisa
Rotik,Rotika
oaluP,Dalu
agizbaS,agizbaS
Uieiua,Uieiua
Poori,Puri
PULAOA,Pulao
cHOlei,Chole
CURDU,Curdu
asidhcihK,asidhcihK
PUriu,Puri
Lassie,Lassi
ampU,Aamu
ihiioaoe,ihiioaoe
oavaoe,Pav
Boadegaiu,Boadegaiu
Sambary,Sambarya
Gulabgan,Gulabga
Paneer,Upmai
areehK,areehK
pattaguyraya,Pattaguyraya
Dhoklam,Dhokla
KHEERJI,KHEERJI
cholena,Cholena
MASALAU,Masala
Paariu,Puri
aynagoR,aynagoR
eissaL,Dal
Puriy,Puriya
Dal,Dal
SABZIGA,Sabziga
CHUTNEYSA,Chutneysa
uigaR,Puri
PARATHARA,Parathara
Peiauattio,Roti
bhajiji,Bhajiji
pulaoma,Pulaoma
rOTIi,Roti
SABZIYA,Sabziya
ROTIGA,Rotiga
joShjI,Joshji
IDLISA,Idlisa
sabzii,Sabzi
bisibELeKa,Bisibeleka
Gulabm,Gulabma
pArAthAO,Paratha
Chutneygaa,Chutneyga
pav,Pav
cholei,Chole
samosao,Samosa
raSAmI,Rasami
Pattaguyr,Pattaguyr
aavo,Pavo
ehiuneye,ehiuneye
Koftalaa,Koftala
aosiii,Aam
iouiuu,iouiuu
Rotiyan,Rotiya
asampU,Rasamu
sabzia,Sabzi
rogane,Rogane
Pooriin,Purina
aame,Aame
Peooei,Peooei
pulaosa,Pulaosa
Thepla,Thepla
Chole,Chole
Koftas,Koftasa
aauiai,aauiai
DOSAMA,Dosama
Roti,Roti
Kesarien,Kesarina
BHAJI,Bhaji
Rasa,Rava
Vadagaa,Vadaga
Biryani,Biryani
Khichdil,Kichdi
Pesarattum,Pesarattu
ravama,Ravama
PAVSA,Pavsa
payasaka,Payasaka
rogANsA,Rogansa
cURDYA,Curdya
cHUtneYMa,Chutneyma
rotila,Rotila
ROTILA,Rotila
VADAMA,Vadama
bisibelema,Bisibelema
Puris,Purisa
amasoD,amasoD
auauoohia,Ragi
Dal,Dal
Paneer,Upmai
euloaegare,euloaegare
raitaya,Raitaya
KESARIYA,Kesariya
ijatiaR,ijatiaR
ereehK,ereehK
ayiruP,ayiruP
Koftanam,Koftana
dalka,Dalka
Poori,Puri
POORIA,Puri
Lassi,Lassi
bHajie,Bhaji
rogana,Rogana
aanueaaaua,Aamu
Kachorij,Kachori
PULIYOGAREMA,Puliyogarema
agavaR,Ravara
jalebia,Jalebi
Bhajiran,Bhajira
pulaoma,Pulaoma
agbaluG,agbaluG
alitoR,Raitao
PAYASAU,Payasa
parathaka,Parathaka
Bhatuream,Bhature
PULAOKA,Pulaoka
rAMYa,Ramya
pattaguyrara,Pattaguyrara
iiraseK,iiraseK
Jalebiy,Jalebiya
Baadooaiya,Vadaya
Pulaoon,Pulao
CHUTNEYRA,Chutneyra
asalpehT,asalpehT
TaMarINDi,Tamarindi
nagoR,Ragio
PAVSA,Pavsa
RAGIYA,Ragiya
choleo,Chole
Koftaon,Koftana
rasamra,Rasamra
Kachoromu,Kachoromu
HALWAGA,Halwaga
odliea,Idli
dhoklama,Dhoklama
Joshlam,Joshla
ravajI,Ravaji
Curdkan,Curdka
GULABE,Gulabe
kesario,Kesari
Pokoeiko,Pokoeiko
Koftaim,Koftama
aeicoaea,Pavo
Muddakaa,Muddaka
BIRYANIU,Biryani
Chutneyin,Chutneyi
Jalebijin,Jalebiji
CHAPATHIA,CHAPATHIA
Pavman,Pavma
aserutahB,aserutahB
Puliyogaresam,Puliyogaresa
MASALAU,Masala
RAITAI,Raita
ooceeiji,Puriji
SABzIO,Sabzi
khEere,khEere
KOFTAA,Kofta
Puliyogarejia,Puliyogareji
sabzii,Sabzi
bHajIe,Bhaji
Puliyogare,Puliyogare
Pesarattu,Pesarattu
Gulabsan,Gulabsa
aagi,Ragi
agiruP,Ragira
Dalua,Dalu
Payasaen,Payasana
ireehK,ireehK
ROTIA,Roti
bhaturea,Bhature
alasayaP,Payasaya
masalasa,Masalasa
thEPlaya,Theplaya
curdi,Curdi
saMBarRA,Sambara
aliruP,aliruP
Pulaon,Pulao
Paneery,Paneery
Tiaeieudi,Idli
Idliran,Idlira
roganya,Roganya
ijissaL,ijissaL
kesaRia,Kesari
kAChORIE,Kachori
Paoieao,Pav
asihtapahC,asihtapahC
sambarga,Sambarga
Momonaa,Momona
Gulabim,Gulabi
Toeelaya,Dosaya
Dula,Dala
Pikudamu,Pikudamu
BHAJIJI,Bhajiji
Thepla,Thepla
dalla,Dala
Halwal,Halwala
paneera,Ragira
poorisa,Purisa
ayibelaJ,ayibelaJ
uieaeeua,uieaeeua
chapathie,chapathie
Rouaai,Rouaai
iasulua,iasulua
Khichdiran,Kichdira
SAMOSAA,Samosa
Rasamm,Rasam
dosaka,Dosaka
aromoM,Momoma
aaewai,Vada
BANDEGAIKA,Bandegaika
bhajiji,Bhajiji
Ceuoneu,Ceuoneu
ualasaM,Rasam
masalaya,Masalaya
ijasomaS,ijasomaS
Pesarattusaa,Pesarattusa
SABZILA,Sabzila
Kofeala,Kofeala
ROgAnka,Roganka
Pesarattug,Pesarattu
Sambarg,Sambarga
sabziga,Sabziga
Dhoklalan,Dhoklala
oioiea,oioiea
Biauureoi,Biauureoi
aamo,Aamo
DALYA,Dalya
ayerutahB,ayerutahB
payasara,Payasara
bisibelea,Bisibele
udniramaT,udniramaT
KacHOriGA,Kachoriga
KeSArIJi,Kesariji
Muddamam,Muddama
DHOKLAO,Dhokla
ragiya,Ragiya
chuTNeYa,Chutneya
bisibelema,Bisibelema
Vedagi,Vedagi
oaiariuio,Roti
almaA,Aama
PARATHALA,Parathala
ijalasaM,ijalasaM
Bisibelekaa,Bisibeleka
THEPLA,Thepla
Rotin,Rotina
PAKODAE,Pakoda
Upma,Upma
Vada,Vada
RAMA,Rama
KHEERGA,KHEERGA
RAM,Ram
parathae,Paratha
IdliSa,Idlisa
analpehT,analpehT
uavaR,Rava
SAMBARO,Sambaro
ijildI,ijildI
Kheer,Kheer
tamarindla,Tamarindla
Dhoklayam,Dhoklaya
PATTAGUYRAMA,Pattaguyrama
rasamji,Rasamji
ROGANE,Rogane
Laasisi,Lassii
udlima,Idlima
Biueaiuesi,Biueaiuesi
SABZIO,Sabzi
aeragoyiluP,aeragoyiluP
KoFTAE,Kofta
aginayriB,aginayriB
bhaturea,Bhature
rotiya,Rotiya
ROtiKa,Rotika
Khichdimo,Kichdio
Muddaea,Mudda
parathau,Paratha
Ravay,Ravaya
irooP,irooP
Vad,Vada
Dosak,Dosaka
Rueau,Rueau
PANEERMA,PANEERMA
aradaV,aradaV
RAMO,Ramo
ijdniramaT,ijdniramaT
Ragimam,Ragima
pooria,Puri
Vadanan,Vadana
pulao,Pulao
dalka,Dalka
Momom,Momoma
Bisibeleyam,Bisibeleya
Vadas,Vadasa
Theplal,Thepla
CHOLEYA,Choleya
eiteu,eiteu
Raita,Raita
hAlwAGA,Halwaga
Momokaa,Momoka
Kachoriaa,Kachori
kICHdIga,Kichdiga
rotiji,Rotiji
Ciopithima,Ciopithima
Josh,Josh
PAVYA,Pavya
joshga,Joshga
kAchORiGa,Kachoriga
amiraseK,amiraseK
aralpehT,aralpehT
uibelaJ,uibelaJ
puliyogarea,Puliyogare
Lissela,Idlila
Theooigi,Ragi
Ravui,Rava
aeuaaria,Rami
Pavl,Pavla
halwau,Halwa
Bisibele,Bisibele
aynagoR,aynagoR
kichdi,Kichdi
ouliuogiuua,Idlii
Dosal,Dosala
Daika,Dala
Sabziin,Dosaji
ereenaP,Purina
eotina,Rotina
Paratham,Paratha
oatiaR,Rotie
eumoa,Ramo
DoSaNA,Dosana
baluG,Dalu
Halwaen,Halwana
Vada,Vada
theplama,Theplama
Ram,Ram
BHAJIRA,Bhajira
Idliya,Idliya
Pulaosaa,Pulaosa
ijbaluG,ijbaluG
bhatureji,Bhatureji
Kesariaa,Kesari
Samosas,Samosasa
gulabra,Gulabra
KAchORiNa,Kachorina
rasamji,Rasamji
rotiji,Rotiji
Ragimam,Ragima
pulaoo,Pulao
aisuoilae,Aamla
puLaoO,Pulao
RagiNA,Ragina
samosasa,Samosasa
hALWaA,Halwa
Parathas,Paratha
PULIYOGARENA,Puliyogarena
puriya,Puriya
Samosan,Samosana
pattaguyra,Pattaguyra
Masalal,Masalala
RAmna,Ramna
ROGANI,Rogani
aau,aau
BHAJII,Bhaji
ROTIKA,Rotika
Pooris,Purisa
BiRYaNigA,Biryaniga
oadaaa,Dosa
Upma,Upma
Bhaturea,Bhature
Bandegaia,Bandegai
JALEBIU,Jalebi
Bieyoniuu,Bieyoniuu
BANDEGAILA,Bandegaila
pattaguyrama,Pattaguyrama
Rotiin,Rotina
MASALA,Masala
biryanima,Biryanima
Joshkaa,Joshka
sabzio,Sabzi
Pooriia,Puri
Kesariyam,Kesariya
kichdi,Kichdi
SAMOSAA,Samosa
ieatnueki,ieatnueki
PaYaSaLa,Payasala
pakodana,Pakodana
Samoauo,Aamo
Rasamsaa,Rasamsa
ireehK,ireehK
paKODAe,Pakoda
Daly,Dalya
Pooril,Purila
BISIBELELA,Bisibelela
aampU,Aamu
Kheerim,Kheerim
CURDma,Curdma
Ragila,Ragila
RAiTau,Raita
Parathaom,Paratha
vada,Vada
PATTAGUYRAYA,Pattaguyraya
Pavraa,Pavra
asampU,Rasamu
sAMosaE,Samosa
Ram,Ram
Vadalam,Vadala
halwaa,Halwa
pulaoma,Pulaoma
Raiiuya,Ramya
daLA,Dala
Curdoa,Curdo
BIRYANIO,Biryani
MUDdagA,Muddaga
Khichdisan,Kichdisa
iasoD,iasoD
eaazara,Dalra
Sambary,Sambarya
Kofta,Kofta
rogani,Rogani
rasamla,Rasamla
JALEBILA,Jalebila
Muddaen,Mudda
Biryaniram,Biryanira
Idl,Idli
JALEBIA,Jalebi
THEPLAGA,Theplaga
BandeGAInA,Bandegaina
aghsoJ,Ragio
POORIJI,Puriji
emaA,Ram
Vadal,Vadala
momoma,Momoma
Pooriy,Puriya
Curdkam,Curdka
PANEERMA,PANEERMA
Ragis,Ragisa
amdniramaT,amdniramaT
Khichdig,Kichdi
andniramaT,andniramaT
Curdn,Curdna
sambarya,Sambarya
asirooP,Lassiu
lassiga,Lassiga
uawlaH,Gulab
aybaluG,aybaluG
aaMYA,Aamya
Purinam,Purina
aybaluG,aybaluG
ragima,Ragima
ageragoyiluP,ageragoyiluP
Biryanik,Biryanika
anadaV,anadaV
KACHORIU,Kachori
aidhciK,Vadai
Peneiue,Peneiue
rOTiMA,Rotima
Tooilii,Idli
rasamga,Rasamga
Halwas,Halwasa
kHEeRi,Puri
gulabya,Gulabya
Pula,Pulao
Dosaem,Dosama
Biryanigaa,Biryaniga
ualobea,Gulabe
Pooris,Purisa
parathai,Paratha
muddasa,Muddasa
ROGANRA,Roganra
Payasay,Payasaya
DOSAE,Dosa
Puvi,Pavi
ramla,Ramla
aeftio,Roti
KOFTAA,Kofta
Paratha,Paratha
koftasa,Koftasa
ayreehK,ayreehK
BisibELenA,Bisibelena
Biryani,Biryani
Pooriin,Purina
Upm,Upma
ravae,Rava
Kesari,Kesari
tamArIndu,Tamarindu
Khichdin,Kichdi
Baneogaiga,Baneogaiga
Kheer,Kheer
oijahB,oijahB
Raitam,Rasam
Jaieuii,Ram
ouaooso,Josh
Dosaj,Dosaji
gulab,Gulab
CHAPATHIGA,CHAPATHIGA
agatfoK,agatfoK
paYASaLA,Payasala
Pulaom,Pulao
PESARATTUGA,Pesarattuga
amadaV,amadaV
UpmaRA,Upmara
PURIO,Puri
sAbziu,Sabzi
